nevlastní otec,n e v l a s t ɲ i  o t e ts
otčím,o t ts i m
snacha,s n a x a
snacha,s n a x a
zet’,z e t
zet’,z e t
tchyně,t x i n e
tchyně,t x i n e
tchán,t x a n
tchán,t x a n
potomci,p o t o m ts i
předkové,p r̩ e t k o v e
bratranec,b r a t r a n e ts
sestřenice,s e s t r̩ e ɲ i ts e
neteř,n e t e r
bratrovna,b r a t r o v n a
synovec,s i n o v e ts
bratrovec,b r a t r o v e ts
sestřenec,s e s t r̩ e n e ts
teta,t e t a
teta,t e t a
teta,t e t a
strýc,s t r i ts
ujec,u j e ts
strýc,s t r i ts
ujec,u j e ts
vnuk,v n u k
vnučka,v n u ts k a
stará žena,s t a r a z e n a
stařena,s t a r e n a
babička,b a b i ts k a
stařec,s t a r e ts
kmet,k m e t
děd,d e t
děda,d e d a
dědeček,d e d e ts e k
dvojčata,d v o j ts a t a
dvojče,d v o j ts e
sourozenec,s oʊ r o z e n e ts
mladší sestra,m l a t s i s e s t r a
starší sestra,s t a r s i s e s t r a
sestra,s e s t r a
mladší bratr,m l a t s i b r a t r̩
starší bratr,s t a r s i b r a t r̩
bratr,b r a t r̩
potomek,p o t o m e k
dcera,t ts e r a
syn,s i n
vdaná žena,v d a n a z e n a
ženatý muž,z e n a t i m u z
rodiče,r o d i ts e
matka,m a t k a
máti,m a c i
otec,o t e ts
rozvod,r o z v o t
manželství,m a n z e l s t v i
ženitba,z e ɲ i d b a
vdavky,v d a f k i
oženiti se,o z e ɲ i c i s e
vdáti se,v d a c i s e
žena,z e n a
manželka,m a n z e l k a
chot’,x o t
muž,m u z
manžel,m a n z e l
chot’,x o t
dět’átko,d e t a t k o
nemluvně,n e m l u v n e
dítě,ɟ i t e
mladá žena,m l a d a z e n a
dívka,ɟ i f k a
děvče,d e f ts e
mladík,m l a ɟ i k
mladý muž,m l a d i m u z
chlapec,x l a p e ts
hoch,h o x
ženský,z e n s k i
mužský,m u s s k i
žena,z e n a
muž,m u z
člověk,ts l o v e k
osoba,o s o b a
dřevěné uhlí,d r̩ e v e n e u h l i
palivo,p a l i v o
sirka,s i r k a
zápalka,z a p a l k a
uhasiti,u h a s i c i
zničiti,z ɲ i ts i c i
zapáliti,z a p a l i c i
hořeti,h o r e c i
páliti,p a l i c i
žhnouti,s h n oʊ c i
spáliti (se),s p a l i c i   s e
žhavé uhlí,s h a v e u h l i
popel,p o p e l
dým,d i m
plamen,p l a m e n
oheň,o h e n
počasí,p o ts a s i
led,l e t
sníh,s ɲ i x
déšt’,d e s t
mlha,m l̩ h a
vítr,v i t r̩
oblak,o b l a k
mrak,m r a k
vzduch,v z d u x
rosa,r o s a
stín,s c i n
temnota,t e m n o t a
tma,t m a
světlo,s v e t l o
duha,d u h a
bouře,b oʊ r e
bouřka,b oʊ r k a
hrom,h r o m
blesk,b l e s k
blesk,b l e s k
hvězda,h v e z d a
měsíc,m e s i ts
slunce,s l u n ts e
nebe,n e b e
obloha,o b l o h a
zemětřesení,z e m e t r̩ e s e ɲ i
kámen,k a m e n
skála,s k a l a
dřevo,d r̩ e v o
strom,s t r o m
les,l e s
vodopád,v o d o p a t
bažina,b a z i n a
močál,m o ts a l̩
pramen,p r a m e n
zřídlo,z r̩ i d l o
zdroj,z d r o j
vír,v i  r̩
řeka,r̩ e k a
tok,t o k
potok,p o t o k
příliv,p r̩ i l i v
odliv,o d l i v
příliv a odliv,p r̩ i l i v  a o d l i v
vlna,v l̩ n a
mys,m i s
úskalí,u s k a l i
útes,u t e s
laguna,l a ɡ u n a
záliv,z a l i v
zátoka,z a t o k a
jezero,j e z e r o
oceán,o ts e a n
pěna,p e n a
bouře,b oʊ r e
moře,m o r e
bezvětří,b e z v e t r̩ i
voda,v o d a
jeskyně,j e s k i n e
břeh,b r̩ e x
pobřeží,p o b r̩ e z i
pevnina,p e v ɲ i n a
ostrov,o s t r o v
údolí,u d o l i
dolina,d o l i n a
rovina,r o v i n a
pláň,p l a n
pole,p o l e
útes,u t e s
sráz,s r a s
hora,h o r a
vrch,v r̩ x
pahorek,p a h o r e k
kopec,k o p e ts
bláto,b l a t o
písek,p i s e k
prach,p r a x
půda,p u d a
země,z e m e
svět,s v e t
někdy,n e k d i
brzy,b r̩ z i
dlouho,d l oʊ h o
nikdy,ɲ i k d i
opět,o p e t
zase,z a s e
den,d e n
noc,n o ts
svítání,s v i t a ɲ i
úsvit,u s v i t
jitro,j i t r o
ráno,r a n o
poledne,p o l e d n e
odpoledne,o t p o l e d n e
večer,v e ts e r
dnes,d n e s
zítra,z i t r a
zejtra,z eɪ t r a
pozítří,p o z i t r̩ i
včera,f ts e r a
předevčírem,p r̩ e d e f ts i r e m
hodina,h o ɟ i n a
hodiny,h o ɟ i n i
týden,t i d e n
neděle,n e d e l e
neděle,n e d e l e
pondělí,p o n d e l i
úterý,u t e r i
středa,s t r̩ e d a
čtvrtek,ts t v r̩ t e k
pátek,p a t e k
sobota,s o b o t a
měsíc,m e s i ts
rok,r o k
zima,z i m a
jaro,j a r o
vesna,v e s n a
léto,l e t o
podzim,p o dʑ i m
jeseň,j e s e n
období,o b d o b i
číti,ts i c i
čichati,ts i x a c i
frkati,f r̩ k a c i
páchnouti,p a x n oʊ c i
voněti,v o n e c i
vonný,v o n i
smrdutý,s m r̩ d u t i
smradlavý,s m r a d l a v i
páchnoucí,p a x n oʊ ts i
okusiti,o k u s i c i
ochutnati,o x u t n a c i
sladký,s l a t k i
slaný,s l a n i
hořký,h o r k i
kyselý,k i s e l i
brakický,b r a k i ts k i
slyšeti,s l i s e c i
naslouchati,n a s l oʊ x a c i
zvuk,z v u k
hlasitý,h l a s i t i
klid,k l i t
ticho,c i x o
viděti,v i d e c i
hleděti,h l e d e c i
patřiti,p a t r̩ i c i
dívati se,ɟ i v a c i s e
ukázati,u k a z a c i
svítiti,s v i c i c i
blýskati,b l i s k a c i
jasný,j a s n i
světlý,s v e t l i
barva,b a r v a
světlý,s v e t l i
jasný,j a s n i
temný,t e m n i
bílý,b i l i
černý,ts e r n i
červený,ts e r v e n i
modrý,m o d r i
zelený,z e l e n i
žlutý,z l u t i
dotknouti se,d o t k n oʊ c i s e
štípnouti,s c i p n oʊ c i
hmatati,h m a t a c i
makati,m a k a c i
cítiti,ts i c i c i
tvrdý,t v r̩ d i
měkký,m e k i
drsný,d r̩ s n i
hladký,h l a t k i
ostrý,o s t r i
tupý,t u p i
těžký,t e s k i
lehký,l e h k i
mokrý,m o k r i
vlhký,v l̩ h k i
suchý,s u x i
horký,h o r k i
teplý,t e p l i
studený,s t u d e n i
čistý,ts i s t i
špinavý,s p i n a v i
vrásčitý,v r a s ts i t i
svraštělý,s v r a s t e l i
duše,d u s e
duch,d u x
údiv,u ɟ i v
úžas,u z a s
udivený,u ɟ i v e n i
užaslý,u z a s l i
štěstí,s t e s c i
neštěstí,n e s t e s c i
nehoda,n e h o d a
radostný,r a d o s t n i
rád,r a t
veselý,v e s e l i
smáti se,s m a c i s e
usmívati se,u s m i v a c i s e
smát se,s m a t s e
hrát si s,h r a t s i  e s
láska,l a s k a
milovati,m i l o v a c i
líbati,l i b a c i
celovati,ts e l o v a c i
objetí,o b j e c i
bolest,b o l e s t
utrpení,u t r̩ p e ɲ i
zármutek,z a r̩ m u t e k
smutek,s m u t e k
žalost,z a l o s t
úzkost,u s k o s t
litovati,l i t o v a c i
želeti,z e l e c i
káti se,k a c i s e
útrpnost,u t r̩ p n o s t
lítost,l i t o s t
soucit,s oʊ ts i t
škoda,s k o d a
plakati,p l a k a c i
slza,s l̩ z a
sténati,s t e n a c i
nenávist,n e n a v i s t
hněv,h n e v
zlost,z l o s t
závist,z a v i s t
žárlivost,z a r̩ l i v o s t
stud,s t u t
hanba,h a n b a
pyšný,p i s n i
hrdý,h r̩ d i
odvážiti se,o d v a z i c i s e
udatný,u d a t n i
statečný,s t a t e ts n i
strach,s t r a x
bázeň,b a z e n
nebezpečí,n e b e s p e ts i
žádati,z a d a c i
vybrati,v i b r a c i
naděje,n a d e j e
věrný,v e r̩ n i
pravda,p r a v d a
lež,l e z
lháti,l̩ h a c i
klam,k l a m
šalba,s a l b a
podvod,p o d v o t
odpustiti,o t p u s c i c i
dobrý,d o b r i
špatný,s p a t n i
zlý,z l i
pravý,p r a v i
špatný,s p a t n i
hanebný,h a n e b n i
lživý,l̩ z i v i
vina,v i n a
chyba,x i b a
omyl,o m i l
blud,b l u t
hana,h a n a
chvála,x v a l a
krásný,k r a s n i
hezký,h e s k i
pěkný,p e k n i
ošklivý,o s k l i v i
nehezký,n e h e s k i
lačný,l a ts n i
chamtivý,x a m c i v i
chytrý,x i t r i
mysl,m i s l̩
mysliti,m i s l i c i
mysliti,m i s l i c i
míniti,m i ɲ i c i
věřiti,v e r̩ i c i
rozuměti,r o z u m e c i
věděti,v e d e c i
znáti,z n a c i
tušiti,t u s i c i
hádati,h a d a c i
napodobovati,n a p o d o b o v a c i
imitovati,i m i t o v a c i
zdáti se,z d a c i s e
myšlenka,m i s l e ŋ k a
moudrý,m oʊ d r i
bláznivý,b l a z ɲ i v i
pošetilý,p o s e c i l i
hloupý,h l oʊ p i
šílený,s i l e n i
učiti se,u ts i c i s e
studovati,s t u d o v a c i
učiti,u ts i c i
žák,z a k
učitel,u ts i t e l
škola,s k o l a
pamatovati se,p a m a t o v a c i s e
zapomenouti,z a p o m e n oʊ c i
jasný,j a s n i
nejasný,n e j a s n i
tajný,t a j n i
jistý,j i s t i
vysvětliti,v i s v e t l i c i
objasniti,o b j a s ɲ i c i
úmysl,u m i s l̩
záměr,z a m e r̩
účel,u ts e l
příčina,p r̩ i ts i n a
pochybnost,p o x i b n o s t
podezření,p o d e z r̩ e ɲ i
prozraditi,p r o z r a ɟ i c i
zraditi,z r a ɟ i c i
potřeba,p o t r̩ e b a
nutnost,n u t n o s t
snadný,s n a d n i
obtížný,o p c i z n i
zkusiti,s k u s i c i
pokoušeti,p o k oʊ s e c i
způsob,s p u s o p
a,a
protože,p r o t o z e
když,k d i z
jestliže,j e s t l i z e
nebo,n e b o
ano,a n o
ne,n e
jak?,j a k
kolik?,k o l i k
kolik?,k o l i k
co?,ts o
kdy?,k d i
kde? kam?,k d e k a m
který?,k t e r i
kdo?,k d o
proč?,p r o ts
hlas,h l a s
zpívati,s p i v a c i
křičeti,k r̩ i ts e c i
šeptati,s e p t a c i
mumlati,m u m l a c i
hvízdati,h v i z d a c i
pískati,p i s k a c i
výti,v i c i
mluviti,m l u v i c i
zajíkati se,z a j i k a c i s e
říci,r̩ i ts i
praviti,p r a v i c i
pověděti,p o v e d e c i
vyprávěti,v i p r a v e c i
řeč,r̩ e ts
mlčeti,m l̩ ts e c i
jazyk,j a z i k
slovo,s l o v o
jméno,j m e n o
ptáti se,p t a c i s e
odpověděti,o t p o v e d e c i
připustiti,p r̩ i p u s c i c i
uznati,u z n a c i
popříti,p o p r̩ i c i
prositi,p r o s i c i
žádati,z a d a c i
slíbiti,s l i b i c i
odmítnouti,o d m i t n oʊ c i
zapověděti,z a p o v e d e c i
zakázati,z a k a z a c i
vytýkati,v i t i k a c i
nadávati,n a d a v a c i
hubovati,h u b o v a c i
volati,v o l a c i
nazvati,n a z v a c i
nazývati,n a z i v a c i
ohlásiti,o h l a s i c i
zvěstovati,z v e s t o v a c i
oznámiti,o z n a m i c i
hroziti,h r o z i c i
chlubiti se,x l u b i c i s e
chvástati se,x v a s t a c i s e
psáti,p s a c i
čísti,ts i s c i
papír,p a p i  r̩
péro,p e r o
kniha,k ɲ i h a
básník,b a s ɲ i k
píšt’ala,p i s t a l a
flétna,f l e t n a
buben,b u b e n
roh,r o x
trubka,t r u p k a
trumpeta,t r u m p e t a
řehtačka,r̩ e h t a ts k a
chrastítko,x r a s c i t k o
země,z e m e
vlast,v l a s t
otčina,o t ts i n a
město,m e s t o
ves,v e s
hranice,h r a ɲ i ts e
lid,l i t
národ,n a r o t
kmen,k m e n
rod,r o t
náčelník,n a ts e l ɲ i k
berla,b e r l a
hůl(ka),h u l̩   k a
vládnouti,v l a d n oʊ c i
král,k r a l̩
královna,k r a l o v n a
šlechtic,s l e x c i ts
občan,o p ts a n
pán,p a n
otrok,o t r o k
sluha,s l u h a
svobodný,s v o b o d n i
naříditi,n a r i ɟ i c i
rozkázati,r o s k a z a c i
poslouchati,p o s l oʊ x a c i
nechat,n e x a t
dovolit,d o v o l i t
přítel,p r̩ i t e l
nepřítel,n e p r̩ i t e l
soused,s oʊ s e t
cizinec,ts i z i n e ts
host,h o s t
hostitel,h o s c i t e l
pomoci,p o m o ts i
zabrániti,z a b r a ɲ i c i
překážeti,p r̩ e k a z e c i
předejíti,p r̩ e d e j i c i
obyčej,o b i ts eɪ
zvyk,z v i k
mrav,m r a v
hádka,h a t k a
spor,s p o r
svár,s v a r̩
spiknutí,s p i k n u c i
potkati,p o t k a c i
prostitutka,p r o s c i t u t k a
nevěstka,n e v e s t k a
kurva,k u r v a
bojovati,b o j o v a c i
bíti se,b i c i s e
válka,v a l̩ k a
mír,m i  r̩
vojsko,v o j s k o
armáda,a r m a d a
voják,v o j a k
vojín,v o j i n
zbraně,z b r a n e
palice,p a l i ts e
obušek,o b u s e k
bojová sekyra,b o j o v a s e k i r a
prak,p r a k
luk,l u k
šíp,s i p
střela,s t r̩ e l a
oštěp,o s t e p
kopí,k o p i
meč,m e ts
puška,p u s k a
dělo,d e l o
brnění,b r̩ n e ɲ i
přílba,p r̩ i  l̩ b a
štít,s c i t
pevnost,p e v n o s t
tvrz,t v r̩ s
věž,v e z
vítězství,v i t e s s t v i
porážka,p o r a s k a
útok,u t o k
obrana,o b r a n a
ústup,u s t u p
vzdáti (se),v z d a c i   s e
zajatec,z a j a t e ts
stráž,s t r a z
hlídka,h l i t k a
kořist,k o r i s t
plen,p l e n
záloha,z a l o h a
rybář,r i b a r̩
udice,u ɟ i ts e
vlas (=šňůra k udici),v l a s r o v n o   s n u r a  k u ɟ i ts i
rybářská sít’,r i b a r̩ s k a s i t
past naryby,p a s t n a r i b i
návnada,n a v n a d a
vnadidlo,v n a ɟ i d l o
loviti,l o v i c i
stříleti,s t r̩ i l e c i
střeliti,s t r̩ e l i c i
minouti,m i n oʊ c i
past,p a s t
líčiti,l i ts i c i
klásti (pasti),k l a s c i   p a s c i
právo,p r a v o
soud,s oʊ t
souditi,s oʊ ɟ i c i
rozsudek,r o s s u d e k
soudce,s oʊ t ts e
žalobce,z a l o p ts e
obžalovaný,o b z a l o v a n i
svědek,s v e d e k
přísahati,p r̩ i s a h a c i
přísaha,p r̩ i s a h a
obžalovati,o b z a l o v a c i
obviniti,o b v i ɲ i c i
odsouditi,o t s oʊ ɟ i c i
usvědčiti,u s v e t ts i c i
osvoboditi,o s v o b o ɟ i c i
vinný,v i n i
nevinný,n e v i n i
trest,t r e s t
pokuta,p o k u t a
pokuta,p o k u t a
vězení,v e z e ɲ i
žalář,z a l a r̩
vražda,v r a z d a
cizoložtví,ts i z o l o s t v i
násilné smilstvo,n a s i l n e s m i l s t v o
znásilnění,z n a s i l n e ɲ i
žhářství,s h a r̩ s t v i
křivá přísaha,k r̩ i v a p r̩ i s a h a
křivopřisežnictví,k r̩ i v o p r̩ i s e z ɲ i ts t v i
krásti,k r a s c i
zloděj,z l o d e j
náboženství,n a b o z e n s t v i
víra,v i r a
bůh,b u x
chrám,x r a m
oltář,o l t a r̩
obět’,o b e t
ctíti,ts c i c i
klaněti se,k l a n e c i s e
modliti se,m o d l i c i s e
kněz,k n e s
pop,p o p
svatý,s v a t i
kázati,k a z a c i
blahoslaviti,b l a h o s l a v i c i
žehnati,z e h n a c i
proklíti,p r o k l i c i
postiti se,p o s c i c i s e
nebe,n e b e
peklo,p e k l o
zlý duch,z l i d u x
démon,d e m o n
modla,m o d l a
bůžek,b u z e k
kouzlo,k oʊ z l o
čarodějnictví,ts a r o d e j ɲ i ts t v i
čaroděj,ts a r o d e j
čarodějnice,ts a r o d e j ɲ i ts e
víla,v i l a
strašidlo,s t r a s i d l o
příšera,p r̩ i s e r a
duch,d u x
znamení,z n a m e ɲ i
